Name,Category,Brand,Selling Price,MRP,Discount,Discount.1,Ratings,Details,No_of_ratings,No_of_reviews
vivo T1X (Gravity Black 128 GB),Mobiles,vivo,12999,17990,0.27,0.277431907,4.5,['4 GB RAM | 128 GB ROM' '16.71 cm (6.58 inch) Full HD+ Display' '50MP + 2MP | 8MP Front Camera' '5000 mAh Battery' 'Qualcomm Snapdragon 680 Processor' '1 Year on Handset and 6 Months on Accessories'],62724,3519
realme 9i (Prism Black 128 GB),Mobiles,Realme,13499,17999,0.25,0.25001389,4.5,['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.76 cm (6.6 inch) Full HD+ Display' '50MP + 2MP + 2MP | 16MP Front Camera' '5000 mAh Lithium ion Battery' 'Qualcomm Snapdragon 680 (SM6225) Processor' '1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories'],24789,1479
REDMI 10A (Sea Blue 64 GB),Mobiles,REDMI,8496,8899,0.04,0.045285987,4.1,['4 GB RAM | 64 GB ROM' '16.59 cm (6.53 inch) Display' '13MP Rear Camera' '5000 mAh Battery' '1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories'],6487,414
REDMI 10A (Charcoal Black 64 GB),Mobiles,REDMI,8188,9200,0.11,0.11,4.1,['4 GB RAM | 64 GB ROM' '16.59 cm (6.53 inch) Display' '13MP Rear Camera' '5000 mAh Battery' '1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories'],6487,414
REDMI 10A (Sea Blue 64 GB),Mobiles,REDMI,8280,8990,0.07,0.078976641,4.1,['4 GB RAM | 64 GB ROM' '16.59 cm (6.53 inch) Display' '13MP Rear Camera' '5000 mAh Battery' '12 months Warranty'],4615,298
POCO X4 Pro 5G (Yellow 128 GB),Mobiles,POCO,18999,25999,0.26,0.269241125,4.1,['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.94 cm (6.67 inch) Full HD+ Super AMOLED Display' '64MP + 8MP + 2MP | 16MP Front Camera' '5000 mAh Lithium-ion Polymer Battery' 'Qualcomm Snapdragon 695 5G Processor' 'One Year for Handset 6 Months for Accessories'],13377,1407
REDMI 10A (Charcoal Black 64 GB),Mobiles,REDMI,8095,8678,0.06,0.067181378,4.1,['4 GB RAM | 64 GB ROM' '16.59 cm (6.53 inch) Display' '13MP Rear Camera' '5000 mAh Battery' '12 months'],4615,298
Kechaoda K115,Mobiles,Kechaoda,1199,1249,0.04,0.040032026,4.1,['32 MB RAM | 32 MB ROM' '3.66 cm (1.44 inch) QVGA Display' '0.3MP Rear Camera' '1000 mAh Battery' '6 Months'],28433,2208
Micromax X708,Mobiles,Micromax,1259,1325,0.04,0.049811321,3.9,['32 MB RAM | 32 MB ROM' '6.1 cm (2.4 inch) Display' '0.3MP Rear Camera' '1450 mAh Battery' 'One Year manufacturer Warranty'],1630,120
REDMI Note 11 Pro (Phantom White 128 GB),Mobiles,REDMI,19554,20459,0.04,0.044234811,4.1,['8 GB RAM | 128 GB ROM' '16.94 cm (6.67 inch) Display' '108MP Rear Camera' '5000 mAh Battery' '12 months'],597,41
Micromax X512,Mobiles,Micromax,1180,1199,0.01,0.015846539,3.9,['56 MB RAM | 24 MB ROM' '4.5 cm (1.77 inch) Display' '0.3MP Rear Camera' '1750 mAh Battery' '1 Year Warranty'],9676,881
Micromax X512,Mobiles,Micromax,1199,1299,0.07,0.076982294,3.9,['56 MB RAM | 24 MB ROM' '4.5 cm (1.77 inch) Display' '0.3MP Rear Camera' '1750 mAh Battery' '1 Year Warranty'],9676,881
MTR Ferrari,Mobiles,MTR,1300,1390,0.06,0.064748201,4.1,['64 MB RAM | 64 MB ROM' '4.5 cm (1.77 inch) Display' '0.3MP Rear Camera' '800 mAh Battery' '12 Months'],6185,450
Micromax J2,Mobiles,Micromax,927,980,0.05,0.054081633,3.7,['32 MB RAM | 32 MB ROM' '4.5 cm (1.77 inch) Display' '800 mAh Battery' 'One Year Manufacture Warranty'],218,11
Redmi 9A Sport (Metallic Blue 32 GB),Mobiles,REDMI,6625,6858,0.03,0.03397492,4.1,['2 GB RAM | 32 GB ROM | Expandable Upto 512 GB' '16.59 cm (6.53 inch) HD+ Display' '13MP Rear Camera | 5MP Front Camera' '5000 mAh Battery' 'MediaTek Helio G25 Processor' '1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase'],23800,1827
Redmi 9A Sport (Carbon Black 32 GB),Mobiles,REDMI,6639,6797,0.02,0.02324555,4.1,['2 GB RAM | 32 GB ROM | Expandable Upto 512 GB' '16.59 cm (6.53 inch) HD+ Display' '13MP Rear Camera | 5MP Front Camera' '5000 mAh Battery' 'MediaTek Helio G25 Processor' '1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase'],23800,1827
Kechaoda K115,Mobiles,Kechaoda,1149,1199,0.04,0.041701418,4.1,['32 MB RAM | 32 MB ROM' '3.66 cm (1.44 inch) QVGA Display' '0.3MP Rear Camera' '850 mAh Battery' '6 Months'],28433,2208
MTR Ferrari,Mobiles,MTR,1300,1340,0.02,0.029850746,4.1,['64 MB RAM | 64 MB ROM' '4.5 cm (1.77 inch) Display' '0.3MP Rear Camera' '800 mAh Battery' '12 Months'],6185,450
Micromax J2,Mobiles,Micromax,945,968,0.02,0.023760331,3.7,['32 MB RAM | 32 MB ROM' '4.5 cm (1.77 inch) Display' '800 mAh Battery' 'One Year Manufacture Warranty'],218,11
Micromax X708,Mobiles,Micromax,1250,1265,0.01,0.011857708,3.9,['32 MB RAM | 32 MB ROM' '6.1 cm (2.4 inch) Display' '0.3MP Rear Camera' '1450 mAh Battery' 'One Year manufacturer Warranty'],1630,120
SAMSUNG Galaxy A53 (Awesome Peach 128 GB),Mobiles,Samsung,33499,39990,0.16,0.162315579,4.1,['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.51 cm (6.5 inch) Full HD+ Display' '64MP + 12MP + 5MP + 5MP | 32MP Front Camera' '5000 mAh Lithium Ion Battery' 'Exynos Octa Core Processor Processor' '1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box'],1201,139
SAMSUNG Galaxy A53 (Awesome Peach 128 GB),Mobiles,Samsung,31999,38990,0.17,0.179302385,4,['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.51 cm (6.5 inch) Full HD+ Display' '64MP + 12MP + 5MP + 5MP | 32MP Front Camera' '5000 mAh Lithium Ion Battery' 'Exynos Octa Core Processor Processor' '1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box'],537,62
SAMSUNG Galaxy A13 (Black 128 GB),Mobiles,Samsung,15499,19990,0.22,0.224662331,4.1,['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.76 cm (6.6 inch) Full HD+ Display' '50MP + 5MP + 2MP + 2MP | 8MP Front Camera' '5000 mAh Lithium Ion Battery' 'Exynos Octa Core Processor' '1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories from Date of Purchase'],609,45
Nokia 110 DS,Mobiles,Nokia,1758,1863,0.05,0.056360709,3.9,['4 MB RAM | 32 MB ROM' '4.5 cm (1.77 inch) Display' '1MP Rear Camera' '800 mAh Battery' '1 Year'],416,22
Itel Muzik 110,Mobiles,Itel,1249,1299,0.03,0.038491147,4.1,['4 MB RAM | 4 MB ROM | Expandable Upto 32 GB' '4.57 cm (1.8 inch) Display' '0.3MP Rear Camera' '1900 mAh Lithium-ion Battery' 'SC6531E Processor' '1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase'],318,33
Micromax X809,Mobiles,Micromax,1330,1415,0.06,0.060070671,3.8,['32 MB RAM | 32 MB ROM' '7.11 cm (2.8 inch) Display' '1MP Rear Camera' '1000 mAh Battery' '1 Year Warranty'],4753,422
Micromax X809,Mobiles,Micromax,1348,1413,0.04,0.046001415,3.8,['32 MB RAM | 32 MB ROM' '7.11 cm (2.8 inch) Display' '1MP Rear Camera' '1000 mAh Battery' '1 Year Warranty'],4753,422
Itel Muzik 110,Mobiles,Itel,1255,1299,0.03,0.033872209,4.1,['4 MB RAM | 4 MB ROM | Expandable Upto 32 GB' '4.57 cm (1.8 inch) Display' '0.3MP Rear Camera' '1900 mAh Lithium-ion Battery' 'SC6531E Processor' '1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase'],318,33
Nokia 110 DS,Mobiles,Nokia,1707,1737,0.01,0.017271157,3.9,['4 MB RAM | 32 MB ROM' '4.5 cm (1.77 inch) Display' '1MP Rear Camera' '800 mAh Battery' '1 Year'],416,22
SAMSUNG Galaxy A13 (Black 128 GB),Mobiles,Samsung,16499,20990,0.21,0.213959028,4.1,['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.76 cm (6.6 inch) Full HD+ Display' '50MP + 5MP + 2MP + 2MP | 8MP Front Camera' '5000 mAh Lithium Ion Battery' 'Exynos Octa Core Processor' '1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories from Date of Purchase'],240,18
SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Refrigerator,Samsung,16490,19990,0.17,0.175087544,4.5,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],57394,6520
SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,Refrigerator,Samsung,17990,21990,0.18,0.181900864,4.5,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],57394,6520
SAMSUNG 220 L Direct Cool Single Door 4 Star Refrigerator  with Curd Maestro,Refrigerator,Samsung,19490,25990,0.25,0.250096191,4.6,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],416,47
Haier 630 L Frost Free Side by Side Convertible Refrigerator,Refrigerator,Haier,64990,131900,0.5,0.507278241,4.5,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor'],90,11
Lifelong 460 L Frost Free Side by Side Refrigerator,Refrigerator,Lifelong,39990,62000,0.35,0.355,4.1,['Inverter Compressor' '1 Year on Product and 10 Years on Compressor from Lifelong'],519,81
LG 190 L Direct Cool Single Door 2 Star Refrigerator,Refrigerator,LG,12990,17899,0.27,0.274261132,4.5,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG'],249,4
LG 45 L Direct Cool Single Door 2 Star Refrigerator,Refrigerator,LG,7109,10190,0.3,0.30235525,4.1,['Linear Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from LG'],687,88
SAMSUNG 220 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digi Touch Cool Curd...,Refrigerator,Samsung,21790,25990,0.16,0.161600616,4.5,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],880,132
SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,Refrigerator,Samsung,17990,21990,0.18,0.181900864,4.5,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],2151,258
LG 215 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  with Fast Ice Making,Refrigerator,LG,16990,26099,0.34,0.349017204,4.5,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG'],101,6
LG 204 L Direct Cool Single Door 5 Star Refrigerator,Refrigerator,LG,19990,25499,0.21,0.216047688,4.5,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from LG'],24,2
MarQ by Flipkart 170 L Direct Cool Single Door 2 Star Refrigerator,Refrigerator,MarQ,9965,12999,0.23,0.233402569,4.1,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year on Product and 5 Years on Compressor Warranty From Marq by Flipkart'],6098,737
Haier 346 L Frost Free Double Door 3 Star Convertible Refrigerator,Refrigerator,Haier,35990,54600,0.34,0.340842491,4.5,['Inverter Compressor' '1 Year Warranty on Product and 10 Years on Compressor Warranty from Haier'],753,108
MarQ by Flipkart 90 L Direct Cool Single Door 1 Star Refrigerator,Refrigerator,MarQ,8499,10999,0.22,0.22729339,4,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 5 Years on Compressor Warranty from MarQ by Flipkart'],3180,416
Haier 258 L Frost Free Double Door 3 Star Convertible Refrigerator,Refrigerator,Haier,30990,50600,0.38,0.387549407,4.1,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor'],13,5
Midea 591 L Frost Free Side by Side Refrigerator,Refrigerator,Midea,57990,87990,0.34,0.340947835,4.1,['DC Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor'],248,37
Godrej 231 L Frost Free Double Door 1 Star Refrigerator,Refrigerator,Godrej,18790,21900,0.14,0.142009132,4.1,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor'],142,13
Haier 345 L Frost Free Double Door 3 Star Convertible Refrigerator,Refrigerator,Haier,33490,52400,0.36,0.360877863,4.1,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Haier'],135,13
Whirlpool 265 L Frost Free Double Door 3 Star Convertible Refrigerator,Refrigerator,Whirlpool,25990,37350,0.3,0.304149933,4,['Inverter' 'Built-in Stabilizer' '1 Year on Unit and 10 Years on Compressor from Whirlpool'],107,6
Godrej 343 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,Godrej,34379,49820,0.3,0.309935769,3.9,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Prodcut and 10 Years Warranty on Compressor'],14,2
Whirlpool 280 L Direct Cool Single Door 3 Star Refrigerator  with Auto Defrost,Refrigerator,Whirlpool,22690,26990,0.15,0.159318266,4,['Non Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor'],65,6
BOSCH 415 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,BOSCH,52000,70490,0.26,0.26230671,4.1,['Rotary' '1 Year on Product and 10 Years on Compressor from Bosch'],16,2
LG 190 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,LG,15790,21199,0.25,0.255153545,4.1,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From LG'],21,2
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Whirlpool,23190,30200,0.23,0.232119205,4.1,['Reciprocating Compressor' '1 Year on Product and 10 Years on the Compressor'],45,5
SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator,Refrigerator,Samsung,15695,16990,0.07,0.076221307,4.1,['Linear Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Samsung'],30,5
SAMSUNG 192 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,Samsung,15490,17490,0.11,0.114351058,4.5,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],56,2
SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Samsung,24861,27990,0.11,0.111789925,4.7,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],13,3
MarQ by Flipkart 563 L Frost Free Side by Side Refrigerator,Refrigerator,MarQ,53990,76999,0.29,0.298822063,4.5,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 5 Years on Compressor Warranty from MarQ by Flipkart'],1243,228
Godrej 221 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,Godrej,17490,24090,0.27,0.273972603,4,['Intelligent Inverter Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Prodcut and 10 Years Warranty on Compressor'],75,2
LG 215 L Direct Cool Single Door 3 Star Refrigerator  with Fast Ice Making,Refrigerator,LG,16490,24999,0.34,0.340373615,4.7,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG'],78,6
LG 340 L Frost Free Double Door 3 Star Convertible Refrigerator,Refrigerator,LG,40365,52499,0.23,0.231128212,4.5,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor'],28,6
Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Refrigerator,Whirlpool,17129,23950,0.28,0.28480167,4.5,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor'],26,2
Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Laminar Airflow,Refrigerator,Whirlpool,17490,22800,0.23,0.232894737,4,['Normal' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor'],100,12
SAMSUNG 192 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,Samsung,17038,19099,0.1,0.107911409,4.6,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],60,5
SAMSUNG 676 L Frost Free Side by Side Inverter Technology Star Refrigerator,Refrigerator,Samsung,101590,140990,0.27,0.279452443,4.1,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],30,3
LG 284 L Frost Free Double Door 2 Star Convertible Refrigerator,Refrigerator,LG,32200,37690,0.14,0.145661979,4.9,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from LG'],7,2
LG 270 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,Refrigerator,LG,24799,26990,0.08,0.081178214,4,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Refrigerator Unit and 10 Years on Compressor From LG'],86,6
LG 215 L Direct Cool Single Door 5 Star Refrigerator,Refrigerator,LG,22690,27999,0.18,0.189613915,4.5,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from LG'],104,12
SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Samsung,24990,25990,0.03,0.038476337,3.8,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],19,3
Haier 630 L Frost Free Side by Side Convertible Refrigerator,Refrigerator,Haier,74990,145000,0.48,0.482827586,4.5,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor'],124,11
SAMSUNG 324 L Frost Free Double Door 2 Star Convertible Refrigerator,Refrigerator,Samsung,32998,40990,0.19,0.194974384,4.1,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],40,5
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Whirlpool,21990,29200,0.24,0.246917808,4.1,['Digital Inverter' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool'],42,4
SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Samsung,25989,27990,0.07,0.071489818,4.9,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],13,2
SAMSUNG 415 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,Samsung,57540,62540,0.07,0.079948833,4,['Digital Inverter Compressor' '1 year comprehensive warranty on product 20 years on compressor'],28,9
Whirlpool 265 L Frost Free Double Door 2 Star Convertible Refrigerator,Refrigerator,Whirlpool,28699,29800,0.03,0.036946309,4,['Normal Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 10 Years on Compressor'],11,2
LG 360 L Frost Free Double Door 3 Star Convertible Refrigerator,Refrigerator,LG,43990,50390,0.12,0.127009327,4.5,['Inverter Linear Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor From LG'],303,45
Haier 276 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,Haier,33990,53300,0.36,0.362288931,4,['Normal Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Haier'],32,5
Whirlpool 325 L Frost Free Double Door Bottom Mount 2 Star Refrigerator,Refrigerator,Whirlpool,39240,42100,0.06,0.067933492,4,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on the Compressor from Whirlpool'],53,10
Whirlpool 260 L Frost Free Triple Door Refrigerator,Refrigerator,Whirlpool,29999,38750,0.22,0.225832258,4.5,['Normal Compressor' 'Built-in Stabilizer' '1 Year on the Product and 10 Years on the Compressor From Whirlpool'],345,47
SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,Refrigerator,Samsung,18990,22990,0.17,0.173988691,4.5,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],1058,146
LG 308 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,LG,29659,38590,0.23,0.231433014,4.1,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year on Refrigerator and 10 Years on Compressor From LG'],16,2
Whirlpool 325 L Frost Free Double Door Bottom Mount 3 Star Refrigerator,Refrigerator,Whirlpool,40740,43800,0.06,0.069863014,4,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on the Compressor from Whirlpool'],42,7
LG 630 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,LG,74890,87990,0.14,0.148880555,4.8,['Inverter Linear Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor From LG'],28,3
LG 675 L Frost Free Side by Side Refrigerator,Refrigerator,LG,111590,127990,0.12,0.128135011,4.7,['Inverter Linear Compressor' '1 Year Comprehensive and 10 Years on Compressor from LG'],6,2
LG 516 L Frost Free Double Door 3 Star Refrigerator  with with Hygiene Fresh+ and Smart ThinQ(WiFi Ena...,Refrigerator,LG,64690,75990,0.14,0.148703777,4.5,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG'],41,6
Lloyd 255 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,Lloyd,21949,23499,0.06,0.065960254,4.6,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Domestic Warranty on Product and Additional 9 Years on Compressor'],8,2
MITASHI 510 L Frost Free Side by Side Inverter Technology Star Refrigerator,Refrigerator,MITASHI,44341,72990,0.39,0.392505823,4,['Reciprocatory Compressor' '1 Year Warranty on Product and 5 Years Warranty on Compressor'],39,7
Haier 192 L Direct Cool Single Door 2 Star Refrigerator with Base Drawer,Refrigerator,Haier,14990,22400,0.33,0.330803571,4.5,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor'],41,3
